Time,UUID,LocalName,RSSI,MedianRSSI
2014-09-19T16:00:47+02:00,4e2b21f06796,0,-64,-64
2014-09-19T16:00:47+02:00,4e2b21f06796,0,-65,-64.5
2014-09-19T16:00:47+02:00,4e2b21f06796,0,-65,-65
2014-09-19T16:00:47+02:00,4e2b21f06796,0,-65,-65
2014-09-19T16:00:47+02:00,4e2b21f06796,0,-63,-65
2014-09-19T16:00:47+02:00,4e2b21f06796,0,-64,-64.5
2014-09-19T16:00:47+02:00,4e2b21f06796,0,-64,-64
2014-09-19T16:00:47+02:00,4e2b21f06796,0,-64,-64
2014-09-19T16:00:48+02:00,4e2b21f06796,0,-64,-64
2014-09-19T16:00:48+02:00,4e2b21f06796,0,-64,-64
2014-09-19T16:00:48+02:00,4e2b21f06796,0,-64,-64
2014-09-19T16:00:48+02:00,4e2b21f06796,0,-64,-64
2014-09-19T16:00:48+02:00,4e2b21f06796,0,-64,-64
2014-09-19T16:00:48+02:00,4e2b21f06796,0,-64,-64
2014-09-19T16:00:48+02:00,4e2b21f06796,0,-65,-64
2014-09-19T16:00:48+02:00,4e2b21f06796,0,-65,-64
2014-09-19T16:00:48+02:00,4e2b21f06796,0,-65,-64
2014-09-19T16:00:48+02:00,4e2b21f06796,0,-65,-65
2014-09-19T16:00:48+02:00,4e2b21f06796,0,-65,-65
2014-09-19T16:00:48+02:00,4e2b21f06796,0,-65,-65
2014-09-19T16:00:48+02:00,4e2b21f06796,0,-65,-65
2014-09-19T16:00:48+02:00,4e2b21f06796,0,-66,-65
2014-09-19T16:00:48+02:00,4e2b21f06796,0,-66,-65
2014-09-19T16:00:48+02:00,4e2b21f06796,0,-66,-65
2014-09-19T16:00:48+02:00,4e2b21f06796,0,-66,-66
2014-09-19T16:00:48+02:00,4e2b21f06796,0,-63,-66
2014-09-19T16:00:48+02:00,4e2b21f06796,0,-63,-66
2014-09-19T16:00:48+02:00,4e2b21f06796,0,-63,-66
2014-09-19T16:00:48+02:00,4e2b21f06796,0,-64,-64
2014-09-19T16:00:48+02:00,4e2b21f06796,0,-64,-64
2014-09-19T16:00:48+02:00,4e2b21f06796,0,-64,-64
2014-09-19T16:00:48+02:00,4e2b21f06796,0,-64,-64
2014-09-19T16:00:48+02:00,4e2b21f06796,0,-64,-64
2014-09-19T16:00:48+02:00,4e2b21f06796,0,-64,-64
2014-09-19T16:00:48+02:00,4e2b21f06796,0,-64,-64
2014-09-19T16:00:48+02:00,4e2b21f06796,0,-64,-64
2014-09-19T16:00:49+02:00,4e2b21f06796,0,-64,-64
2014-09-19T16:00:49+02:00,4e2b21f06796,0,-66,-64
2014-09-19T16:00:49+02:00,4e2b21f06796,0,-65,-64
2014-09-19T16:00:49+02:00,4e2b21f06796,0,-65,-64
2014-09-19T16:00:49+02:00,4e2b21f06796,0,-65,-65
2014-09-19T16:00:49+02:00,4e2b21f06796,0,-64,-65
2014-09-19T16:00:49+02:00,4e2b21f06796,0,-64,-65
2014-09-19T16:00:49+02:00,4e2b21f06796,0,-64,-65
2014-09-19T16:00:49+02:00,4e2b21f06796,0,-64,-64
2014-09-19T16:00:49+02:00,4e2b21f06796,0,-64,-64
2014-09-19T16:00:49+02:00,4e2b21f06796,0,-64,-64
2014-09-19T16:00:49+02:00,4e2b21f06796,0,-64,-64
2014-09-19T16:00:49+02:00,4e2b21f06796,0,-65,-64
2014-09-19T16:00:49+02:00,4e2b21f06796,0,-64,-64
2014-09-19T16:00:49+02:00,4e2b21f06796,0,-63,-64
2014-09-19T16:00:49+02:00,4e2b21f06796,0,-63,-64
2014-09-19T16:00:49+02:00,4e2b21f06796,0,-64,-64
2014-09-19T16:00:49+02:00,4e2b21f06796,0,-64,-64
2014-09-19T16:00:49+02:00,4e2b21f06796,0,-64,-64
2014-09-19T16:00:49+02:00,4e2b21f06796,0,-64,-64
2014-09-19T16:00:49+02:00,4e2b21f06796,0,-64,-64
2014-09-19T16:00:49+02:00,4e2b21f06796,0,-65,-64
2014-09-19T16:00:49+02:00,4e2b21f06796,0,-65,-64
2014-09-19T16:00:49+02:00,4e2b21f06796,0,-65,-64
2014-09-19T16:00:49+02:00,4e2b21f06796,0,-65,-65
2014-09-19T16:00:49+02:00,4e2b21f06796,0,-63,-65
2014-09-19T16:00:49+02:00,4e2b21f06796,0,-63,-65
2014-09-19T16:00:50+02:00,4e2b21f06796,0,-63,-65
2014-09-19T16:00:50+02:00,4e2b21f06796,0,-63,-63
