Time,UUID,LocalName,RSSI,MedianRSSI
2014-08-27T22:55:06+02:00,549376aead0c,undefined,-70,-70
2014-08-27T22:55:07+02:00,549376aead0c,undefined,-70,-70
2014-08-27T22:55:07+02:00,549376aead0c,undefined,-78,-70
2014-08-27T22:55:07+02:00,549376aead0c,undefined,-77,-70
2014-08-27T22:55:07+02:00,549376aead0c,undefined,-77,-70
2014-08-27T22:55:07+02:00,549376aead0c,undefined,-77,-77
2014-08-27T22:55:08+02:00,549376aead0c,undefined,-80,-77
2014-08-27T22:55:08+02:00,549376aead0c,undefined,-69,-77
2014-08-27T22:55:08+02:00,549376aead0c,undefined,-69,-77
2014-08-27T22:55:08+02:00,549376aead0c,undefined,-71,-77
2014-08-27T22:55:08+02:00,549376aead0c,undefined,-72,-72
2014-08-27T22:55:09+02:00,549376aead0c,undefined,-70,-71
2014-08-27T22:55:09+02:00,549376aead0c,undefined,-67,-70
2014-08-27T22:55:09+02:00,549376aead0c,undefined,-67,-69
2014-08-27T22:55:09+02:00,549376aead0c,undefined,-67,-69
2014-08-27T22:55:09+02:00,549376aead0c,undefined,-76,-70
2014-08-27T22:55:10+02:00,549376aead0c,undefined,-70,-70
2014-08-27T22:55:10+02:00,549376aead0c,undefined,-70,-70
2014-08-27T22:55:10+02:00,549376aead0c,undefined,-74,-70
2014-08-27T22:55:10+02:00,549376aead0c,undefined,-71,-70
2014-08-27T22:55:10+02:00,549376aead0c,undefined,-78,-71
2014-08-27T22:55:11+02:00,549376aead0c,undefined,-78,-74
2014-08-27T22:55:11+02:00,549376aead0c,undefined,-86,-74
2014-08-27T22:55:11+02:00,549376aead0c,undefined,-75,-75
2014-08-27T22:55:11+02:00,549376aead0c,undefined,-75,-75
2014-08-27T22:55:11+02:00,549376aead0c,undefined,-72,-75
2014-08-27T22:55:12+02:00,549376aead0c,undefined,-72,-75
2014-08-27T22:55:12+02:00,549376aead0c,undefined,-73,-75
2014-08-27T22:55:12+02:00,549376aead0c,undefined,-73,-73
